,ZIP,date,confirmed_cases,new_confirmed_cases,device_count,distance_traveled_from_home,completely_home_device_count,median_home_dwell_time,median_non_home_dwell_time,median_percentage_time_home,population,Land_Sq_Mi,Density_Per_Sq_Mile,cases_adjusted_by_pop,new_cases_adjusted_by_pop,places,Income_level,driving,transit,walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,first,last,low_income,middle_income,high_income,stay_home_ratio,new1day_after,new2day_after,new3day_after,new4day_after,new5day_after,new6day_after,new7day_after,new8day_after,new9day_after,new10day_after,new11day_after,ave_new7_10after,ave_new6_9after,ave_new8_11after
10534,91745,2020/5/18,87,1,2398,2728,1148,937,8,99,54975,12,4292,0.001582538,1.82E-05,"Hacienda Heights,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10535,91746,2020/5/18,64,0,948,1756,409,863,19,98,30708,5,5513,0.002084147,0,"Bassett,Avocado Heights,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10536,91748,2020/5/18,82,0,2300,2393,1198,837,2,100,47084,14,3254,0.001741568,0,"Rowland Heights,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10537,91750,2020/5/18,27,0,1837,1704,742,952,20,98,33836,25,1340,0.000797967,0,"La Verne,Unincorporated - La Verne,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10538,91754,2020/5/18,128,0,1275,2059,723,975,2,100,33058,4,7294,0.003871983,0,"Monterey Park,University Hills,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10539,91765,2020/5/18,49,0,2368,1872,1238,973,1,100,47139,18,2491,0.001039479,0,"Diamond Bar,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10540,91766,2020/5/18,304,6,2225,2805,967,813,13,98,72332,10,7114,0.004202842,8.30E-05,"Pomona,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10541,91768,2020/5/18,1,0,1163,3471,490,823,24,97,35389,8,4091,2.83E-05,0,"Unincorporated - Pomona,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10542,91770,2020/5/18,92,2,2556,1777,1301,903,5,99,63425,6,9874,0.001450532,3.15E-05,"Rosemead,South San Gabriel,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10543,91773,2020/5/18,39,0,1607,2099,705,966,13,99,34496,14,2411,0.001130566,0,"San Dimas,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10544,91775,2020/5/18,30,2,1117,1822,586,1084,2,100,25192,3,8221,0.001190854,7.94E-05,"Northeast San Gabriel,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10545,91776,2020/5/18,82,1,1608,1984,869,967,1,100,38410,3,11280,0.002134861,2.60E-05,"San Gabriel,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10546,91780,2020/5/18,107,0,1491,2306,758,1015,5,100,35351,3,9232,0.003026788,0,"Temple City,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10547,91789,2020/5/18,33,1,2001,2043,1035,971,4,100,44474,15,2844,0.000742007,2.25E-05,"Walnut,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10548,91791,2020/5/18,208,3,1540,1735,704,942,9,99,34363,6,5179,0.006053022,8.73E-05,"West Covina,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10549,91803,2020/5/18,149,0,1151,2052,612,918,2,100,30385,3,9303,0.004903735,0,"Alhambra,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10550,93510,2020/5/18,10,0,497,3414,174,736,78,90,7626,71,106,0.001311303,0,"Acton,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10551,93532,2020/5/18,3,0,58,2956,23,847,24,97,2871,113,25,0.001044932,0,"Elizabeth Lake,Lake Hughes,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10552,93535,2020/5/18,27,0,3215,2590,1369,738,19,97,72948,257,282,0.000370127,0,"Lake Los Angeles,Hi Vista,",1,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10553,93536,2020/5/18,513,11,3339,2568,1397,863,21,98,72383,242,298,0.0070873,0.000151969,"Lancaster,Quartz Hill,Del Sur,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10554,93543,2020/5/18,24,0,484,5217,173,717,49,94,15135,59,254,0.001585728,0,"Sun Village,Littlerock,",1,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10555,93550,2020/5/18,577,10,2811,2616,1147,793,17,98,77006,196,392,0.007492923,0.00012986,"Palmdale,Anaverde,Unincorporated - Angeles National Forest",1,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10556,93551,2020/5/18,7,0,2791,2707,1172,873,22,98,51085,73,698,0.000137027,0,"Desert View Highlands,Leona Valley,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10557,93552,2020/5/18,4,0,1646,2458,654,777,27,97,40266,48,830,9.93E-05,0,"Unincorporated - Palmdale,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10558,93553,2020/5/18,19,0,189,4863,83,542,15,97,1781,86,20,0.010668164,0,"Littlerock/Pearblossom,Littlerock/Juniper Hills,Pearblossom/Llano,",2,70.42,29.98,70.38,-45,-18,-33,-49,-44,19,,,,,,,,,,,,,,,,,,,,
10559,90001,2020/5/19,391,16,1771,2078,768,684,26,96,58975,3,16840,0.006629928,0.000271301,"Unincorporated - Florence-Firestone,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10560,90002,2020/5/19,303,10,1633,2433,659,683,30,96,53111,3,17345,0.005705033,0.000188285,"Watts,Green Meadows,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10561,90003,2020/5/19,509,13,1402,2218,556,705,33,96,72741,3,20484,0.006997429,0.000178716,"Vermont Vista,Florence-Firestone,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10562,90004,2020/5/19,544,13,1887,1496,869,857,16,98,61586,3,20205,0.008833176,0.000211087,"Melrose,Hancock Park,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10563,90006,2020/5/19,1287,44,1443,1705,589,747,27,97,61698,1,32134,0.020859671,0.000713151,"Koreatown,Westlake,Harvard Heights,Pico-Union,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10564,90007,2020/5/19,341,5,1114,1994,565,687,17,98,41716,2,16909,0.008174322,0.000119858,"University Park,Exposition Park,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10565,90008,2020/5/19,184,18,914,2600,421,724,11,99,31739,3,8641,0.005797284,0.000567126,"Baldwin Hills,Leimert Park,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10566,90011,2020/5/19,664,36,2992,2469,1165,635,32,95,109414,4,25528,0.006068693,0.000329026,"Vernon Central,Central,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10567,90012,2020/5/19,40,2,768,2572,404,845,3,100,35913,3,11104,0.001113803,5.57E-05,"Elysian Park,Little Tokyo,Chinatown,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10568,90013,2020/5/19,459,6,416,2827,202,439,8,98,11937,0,17789,0.038451872,0.000502639,"Wholesale District,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10569,90014,2020/5/19,104,7,265,807,133,287,0,100,8335,0,29452,0.012477504,0.000839832,"Downtown,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10570,90016,2020/5/19,182,3,1318,2544,563,714,16,98,46581,3,12842,0.003907172,6.44E-05,"Cloverdale/Cochran,Crenshaw District,Alsace,Longwood,Exposition,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10571,90018,2020/5/19,239,6,1271,2673,582,721,10,99,53256,2,18389,0.004487757,0.000112663,"West Adams,Adams-Normandie,Jefferson Park,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10572,90019,2020/5/19,147,5,1851,1571,795,794,26,97,66245,3,17038,0.002219035,7.55E-05,"Lafayette Square,Mid-city,Victoria Park,St Elmo Village,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10573,90020,2020/5/19,296,11,1743,1524,835,932,8,99,39102,1,34603,0.007569945,0.000281316,"Wilshire Center,Little Bangladesh,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10574,90022,2020/5/19,598,34,1655,2206,720,781,13,98,65890,4,15036,0.009075732,0.000516012,"East Los Angeles,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10575,90024,2020/5/19,61,1,1158,1981,597,859,4,100,50288,2,17186,0.001213013,1.99E-05,"Westwood,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10576,90025,2020/5/19,97,1,1226,990,628,811,4,100,47967,2,18671,0.002022224,2.08E-05,"West Los Angeles,Century City,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10577,90026,2020/5/19,404,17,1583,4745,737,705,18,98,69589,4,16466,0.005805515,0.000244291,"Echo Park,Temple-Beaudry,Historic Filipinotown,Angelino Heights,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10578,90028,2020/5/19,25,0,885,23258,455,636,3,100,30734,1,20166,0.000813431,0,"Thai Town,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10579,90029,2020/5/19,359,2,886,1284,405,670,17,98,37898,1,27825,0.009472795,5.28E-05,"East Hollywood,Little Armenia,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10580,90031,2020/5/19,225,4,1033,1640,438,806,23,97,38535,3,11159,0.005838848,0.000103802,"Lincoln Heights,Elysian Valley,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10581,90032,2020/5/19,138,1,1320,1675,555,745,22,97,47627,4,9990,0.002897516,2.10E-05,"El Sereno,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10582,90033,2020/5/19,443,42,1266,2096,517,655,28,96,47583,3,14564,0.009310048,0.000882668,"Boyle Heights,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10583,90034,2020/5/19,224,2,1727,1371,868,876,6,99,55652,3,17888,0.004025013,3.59E-05,"Beverlywood,Palms,Reynier Village,Regent Square,Faircrest Heights,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10584,90035,2020/5/19,106,0,705,1352,331,875,8,99,28085,2,13646,0.003774257,0,"Crestview,South Carthay,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10585,90036,2020/5/19,56,1,1411,2052,644,821,14,98,37988,2,15373,0.00147415,2.63E-05,"Park La Brea,Miracle Mile,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10586,90037,2020/5/19,309,17,1916,1917,810,637,24,96,65016,2,22909,0.004752676,0.000261474,"South Park,Vermont Square,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10587,90039,2020/5/19,199,4,651,2064,311,920,10,99,29589,3,7848,0.006725472,0.000135185,"Silver Lake,Atwater Village,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10588,90040,2020/5/19,29,6,586,4941,173,468,54,90,12645,5,2265,0.002293397,0.000474496,"Commerce,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10589,90041,2020/5/19,142,1,896,1906,463,893,4,100,29516,3,8176,0.00481095,3.39E-05,"Eagle Rock,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10590,90042,2020/5/19,150,5,1383,2327,594,923,18,98,63911,4,13759,0.002347014,7.82E-05,"Highland Park,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10591,90043,2020/5/19,512,18,1488,2177,676,744,13,98,44627,4,10795,0.011472875,0.000403343,"West Vernon,Hyde Park,View Heights,View Park/Windsor Hills,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10592,90044,2020/5/19,360,11,3073,2495,1308,702,18,98,96436,5,18772,0.003733046,0.000114065,"Vermont Knolls,Harvard Park,Figueroa Park Square,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10593,90045,2020/5/19,85,1,1119,7642,499,970,13,99,41149,10,3836,0.002065664,2.43E-05,"Westchester,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10594,90046,2020/5/19,236,5,1405,1662,716,705,2,100,50587,5,8750,0.00466523,9.88E-05,"Hollywood,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10595,90047,2020/5/19,246,7,1505,2696,638,674,19,97,48883,4,10332,0.005032424,0.000143199,"Athens-Westmont,Gramercy Place,Manchester Square,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10596,90048,2020/5/19,71,0,404,797,181,728,15,98,22892,1,12144,0.00310152,0,"Carthay,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10597,90049,2020/5/19,75,0,1084,1683,523,1153,8,99,36964,15,2460,0.002029001,0,"Brentwood,Mandeville Canyon,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10598,90056,2020/5/19,18,1,295,1762,138,869,4,100,7795,1,4933,0.002309173,0.000128287,"Ladera Heights,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10599,90058,2020/5/19,1,0,211,2916,76,180,34,84,2758,5,474,0.000362582,0,"Vernon,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10600,90059,2020/5/19,124,3,1110,2649,436,674,31,96,45952,3,13870,0.002698468,6.53E-05,"Willowbrook,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10601,90061,2020/5/19,163,1,877,2811,338,638,38,94,27646,2,10385,0.00589597,3.62E-05,"Century Palms/Cove, Athens",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10602,90064,2020/5/19,31,1,846,2909,433,1128,4,100,25429,4,6357,0.001219081,3.93E-05,"Cheviot Hills,Rancho Park,Sycamore Square,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10603,90065,2020/5/19,233,10,1163,1728,498,860,20,98,47887,5,9071,0.004865621,0.000208825,"Mt. Washington,Glassell Park,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10604,90066,2020/5/19,137,2,1349,1261,676,933,5,99,59394,4,12064,0.00230663,3.37E-05,"Mar Vista,Del Rey,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10605,90068,2020/5/19,121,2,710,2876,312,656,15,98,20982,7,2754,0.005766848,9.53E-05,"Hollywood Hills,Los Feliz,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10606,90069,2020/5/19,160,2,676,2475,352,665,5,99,20435,2,9666,0.007829704,9.79E-05,"West Hollywood,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10607,90077,2020/5/19,32,0,556,2193,279,1000,7,99,8993,7,1226,0.003558323,0,"Bel Air,",3,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10608,90094,2020/5/19,22,0,268,955,139,955,0,100,9368,0,15332,0.00234842,0,"Playa Vista,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10609,90201,2020/5/19,496,29,2725,2301,1131,696,24,97,102433,5,17253,0.00484219,0.000283112,"Bell Gardens,Bell,Cudahy,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10610,90210,2020/5/19,161,0,1026,1598,439,1079,16,99,19909,10,1966,0.008086795,0,"Beverly Hills,Beverly Crest,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10611,90220,2020/5/19,420,22,1653,3841,657,673,26,96,53703,6,7770,0.007820792,0.000409661,"Compton,Rancho Dominguez,West Rancho Dominguez,Rosewood/West Rancho Dominguez,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10612,90221,2020/5/19,34,1,1574,1612,659,680,21,97,52322,5,9812,0.000649822,1.91E-05,"East Rancho Dominguez,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10613,90222,2020/5/19,5,0,832,2539,338,666,25,96,32850,2,12847,0.000152207,0,"Rosewood,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10614,90230,2020/5/19,129,1,1057,1405,516,941,5,99,32808,4,7277,0.003931968,3.05E-05,"Culver City,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10615,90241,2020/5/19,449,12,1701,2504,660,831,25,97,44143,4,8963,0.010171488,0.000271844,"Downey,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10616,90245,2020/5/19,32,0,784,1211,330,905,30,97,16850,5,3084,0.00189911,0,"El Segundo,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10617,90247,2020/5/19,209,2,1409,1686,569,802,31,96,47531,3,12661,0.00439713,4.21E-05,"Gardena,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10618,90248,2020/5/19,107,3,303,1920,122,885,18,98,11512,4,2452,0.009294649,0.000260598,"Harbor Gateway,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10619,90249,2020/5/19,17,1,1071,2606,447,870,18,98,26587,2,8927,0.00063941,3.76E-05,"El Camino Village,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10620,90250,2020/5/19,345,9,3270,1882,1467,785,13,98,96836,6,14463,0.003562725,9.29E-05,"Hawthorne,Unincorporated - Hawthorne,Wiseburn,Del Aire,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10621,90254,2020/5/19,27,1,624,1374,293,1113,10,99,19650,1,13770,0.001374046,5.09E-05,"Hermosa Beach,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10622,90255,2020/5/19,363,25,1902,2206,768,720,31,96,75560,3,20322,0.004804129,0.000330863,"Huntington Park,Walnut Park,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10623,90262,2020/5/19,351,12,1814,2175,690,697,34,95,70936,4,14677,0.004948122,0.000169167,"Lynwood,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10624,90265,2020/5/19,55,0,576,2858,243,928,14,99,18389,107,170,0.002990918,0,"Santa Monica Mountains,Malibu,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10625,90266,2020/5/19,74,1,1259,1145,557,1125,12,99,35573,3,9037,0.002080229,2.81E-05,"Manhattan Beach,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10626,90270,2020/5/19,139,7,582,2379,223,803,26,97,27454,1,21754,0.005063014,0.000254972,"Maywood,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10627,90272,2020/5/19,48,0,857,967,375,1173,19,98,22551,22,987,0.002128509,0,"Pacific Palisades,Palisades Highlands,",3,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10628,90274,2020/5/19,57,0,1153,1982,528,1147,10,99,25279,11,2111,0.002254836,0,"Palos Verdes Estates,Rolling Hills Estates,Rolling Hills,",3,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10629,90275,2020/5/19,173,3,1788,2171,887,1124,5,100,42421,13,3138,0.004078169,7.07E-05,"Lawndale,Rancho Palos Verdes,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10630,90278,2020/5/19,128,2,1509,1384,702,998,6,99,40649,3,11281,0.003148909,4.92E-05,"Redondo Beach,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10631,90280,2020/5/19,386,16,2687,2168,1076,834,25,97,95103,7,13018,0.004058757,0.000168239,"South Gate,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10632,90291,2020/5/19,61,1,612,2088,254,718,19,97,27525,2,11018,0.002216167,3.63E-05,"Venice,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10633,90292,2020/5/19,23,0,754,892,388,774,5,99,22490,2,11029,0.001022677,0,"Marina Peninsula,Marina del Rey,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10634,90293,2020/5/19,2,0,475,1774,241,931,4,100,12694,2,4430,0.000157555,0,"Playa Del Rey,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10635,90304,2020/5/19,84,2,680,1492,304,730,15,98,25591,1,16331,0.003282404,7.82E-05,"Lennox,",1,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10636,90403,2020/5/19,243,2,541,1297,277,969,4,100,24354,1,17054,0.009977827,8.21E-05,"Santa Monica,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10637,90502,2020/5/19,88,3,755,2016,379,821,3,100,18188,2,8137,0.004838355,0.000164944,"West Carson,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10638,90503,2020/5/19,341,2,2000,1423,896,1079,11,99,44908,5,8478,0.007593302,4.45E-05,"Torrance,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10639,90505,2020/5/19,101,5,1719,1014,783,1014,9,99,37641,5,6495,0.002683244,0.000132834,"Country Club Park,Wellington Square,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10640,90601,2020/5/19,22,1,1243,2148,557,832,17,98,33058,11,2913,0.000665497,3.02E-05,"North Whittier,Unincorporated - Whittier,Sunrise Village,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10641,90602,2020/5/19,228,14,901,1778,374,853,17,98,25981,3,7001,0.008775644,0.000538855,"Whittier,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10642,90604,2020/5/19,124,9,1793,2278,740,906,17,98,42063,4,9871,0.002947959,0.000213965,"South Whittier,East La Mirada,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10643,90606,2020/5/19,88,3,972,1974,401,808,19,98,32803,3,8671,0.002682681,9.15E-05,"West Whittier/Los Nietos,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10644,90631,2020/5/19,8,0,141,1735,56,1042,25,98,67619,13,4872,0.00011831,0,"La Habra Heights,Unincorporated - La Habra Heights",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10645,90638,2020/5/19,139,3,2268,2009,917,942,31,97,49383,7,6275,0.002814734,6.07E-05,"La Mirada,East Whittier,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10646,90640,2020/5/19,271,18,2238,2230,982,826,16,98,63177,8,7440,0.004289536,0.000284914,"Montebello,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10647,90650,2020/5/19,301,7,3731,2582,1491,840,27,97,105886,9,10793,0.00284268,6.61E-05,"Norwalk,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10648,90660,2020/5/19,353,17,2020,2627,807,838,30,97,63380,7,8178,0.00556958,0.000268223,"Pico Rivera,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10649,90670,2020/5/19,42,3,720,2276,313,843,19,98,16578,8,1959,0.002533478,0.000180963,"Santa Fe Springs,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
10650,90701,2020/5/19,21,0,694,1186,338,888,6,99,16858,1,10342,0.001245699,0,"Artesia,",2,76.6,31.55,79.23,-42,-13,-13,-44,-44,19,,,,,,,,,,,,,,,,,,,,
