ZIP,date,confirmed_cases,new_confirmed_cases,device_count,distance_traveled_from_home,completely_home_device_count,median_home_dwell_time,median_non_home_dwell_time,median_percentage_time_home,population,Density_Per_Sq_Mile,cases_adjusted_by_pop,new_cases_adjusted_by_pop,Income_level,driving,transit,walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,stay_home_ratio,ave_new7_10after
90270,2020/4/25,52,1,584,4136,257,965,16,98,27454,21754,0.001894077,3.64E-05,1,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.272373541,0.5
90272,2020/4/25,39,2,829,5998,365,1171,13,99,22551,987,0.001729413,8.87E-05,3,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.271232877,0.25
90274,2020/4/25,51,0,1071,3497,523,1269,6,100,25279,2111,0.002017485,0,3,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.047801147,0.25
90275,2020/4/25,101,1,1674,4310,817,1243,7,99,42421,3138,0.002380896,2.36E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.048959608,4.5
90278,2020/4/25,98,3,1444,3454,675,1130,8,99,40649,11281,0.002410883,7.38E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.139259259,1.5
90280,2020/4/25,209,7,2653,3836,1144,929,15,98,95103,13018,0.002197617,7.36E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.319055944,7.25
90291,2020/4/25,42,0,632,6773,275,779,47,94,27525,11018,0.001525886,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.298181818,0.75
90292,2020/4/25,20,1,682,17283,332,858,15,98,22490,11029,0.000889284,4.45E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.054216867,0
90293,2020/4/25,1,0,482,9489,225,837,28,97,12694,4430,7.88E-05,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.142222222,0
90304,2020/4/25,35,0,607,4655,265,837,17,98,25591,16331,0.001367668,0,1,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.290566038,3.25
90403,2020/4/25,149,2,490,5987,230,1000,16,98,24354,17054,0.006118091,8.21E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.130434783,6.5
90502,2020/4/25,52,2,665,3592,324,1024,6,99,18188,8137,0.002859028,0.000109963,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.052469136,0.5
90503,2020/4/25,233,3,1878,3574,926,1207,6,100,44908,8478,0.005188385,6.68E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.028077754,7
90505,2020/4/25,62,2,1640,2636,799,1176,5,100,37641,6495,0.00164714,5.31E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.052565707,2.5
90601,2020/4/25,10,2,1142,6107,499,941,14,99,33058,2913,0.000302499,6.05E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.288577154,0
90602,2020/4/25,95,6,880,6130,368,869,23,97,25981,7001,0.003656518,0.000230938,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.391304348,5.75
90604,2020/4/25,64,2,1775,3788,786,1056,10,99,42063,9871,0.001521527,4.75E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.25826972,2
90606,2020/4/25,29,3,961,3883,416,953,16,98,32803,8671,0.000884065,9.15E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.310096154,3
90631,2020/4/25,2,1,124,5411,51,990,15,99,67619,4872,2.96E-05,1.48E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.431372549,0.25
90638,2020/4/25,50,5,2270,12833,971,1050,61,95,49383,6275,0.001012494,0.000101249,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.337796087,2.25
90640,2020/4/25,109,4,2089,3959,984,1006,12,99,63177,7440,0.001725311,6.33E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.12296748,6.25
90650,2020/4/25,163,8,3629,5386,1610,1021,17,98,105886,10793,0.001539391,7.56E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.254037267,7
90660,2020/4/25,133,7,1916,4815,857,1014,16,98,63380,8178,0.002098454,0.000110445,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.235705951,11.75
90670,2020/4/25,16,0,712,7628,273,901,28,97,16578,1959,0.000965135,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.608058608,0.75
90701,2020/4/25,13,1,635,4626,285,1000,11,99,16858,10342,0.000771147,5.93E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.228070175,0.25
90703,2020/4/25,47,0,2346,4090,1133,1136,7,99,50963,5806,0.000922238,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.070609003,2
90706,2020/4/25,104,2,2684,4915,1160,935,15,98,77529,12693,0.001341434,2.58E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.313793103,4.5
90710,2020/4/25,39,0,950,4592,430,1085,26,98,28185,11947,0.001383715,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.209302326,1.5
90713,2020/4/25,73,1,1243,3957,534,1151,16,99,29061,8562,0.002511958,3.44E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.327715356,2.25
90716,2020/4/25,9,0,286,2524,129,1100,5,100,14344,15407,0.00062744,0,1,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.217054264,0.25
90717,2020/4/25,32,0,728,3670,326,897,14,98,21696,10957,0.001474926,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.233128834,1
90723,2020/4/25,113,1,1498,5078,633,874,19,98,54776,11691,0.002062947,1.83E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.366508689,6.5
90731,2020/4/25,143,18,1719,4627,720,875,24,97,61850,6717,0.002312045,0.000291027,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.3875,21.5
90732,2020/4/25,6,0,1004,4159,464,1047,15,99,22273,6512,0.000269384,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.163793103,0
90744,2020/4/25,73,6,1483,4956,634,803,37,96,57206,6862,0.00127609,0.000104884,1,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.339116719,4.75
90745,2020/4/25,13,0,2094,4124,937,1021,12,99,56821,6845,0.000228789,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.234791889,0.25
90746,2020/4/25,210,6,844,5526,376,750,20,97,26996,4628,0.00777893,0.000222255,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.244680851,5.25
90755,2020/4/25,572,26,407,3514,188,1025,7,99,11074,5082,0.051652519,0.002347842,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.164893617,20.25
91001,2020/4/25,59,2,1085,5543,508,984,13,99,37711,4558,0.00156453,5.30E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.135826772,1.75
91006,2020/4/25,4,3,1472,4595,806,1249,4,100,33012,5225,0.000121168,9.09E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,1.82630273,0
91007,2020/4/25,34,0,1457,4476,797,1130,4,100,34523,6210,0.000984851,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,1.828105395,1.75
91008,2020/4/25,48,1,46,4478,18,1232,17,99,1391,687,0.034507549,0.000718907,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.555555556,3
91010,2020/4/25,6,0,1038,4717,479,986,7,99,26601,3778,0.000225555,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.167014614,0.25
91011,2020/4/25,38,0,823,7132,391,1243,8,99,20423,1722,0.001860647,0,3,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.104859335,0.75
91016,2020/4/25,40,4,1576,3983,702,1008,14,99,41671,4910,0.0009599,9.60E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.245014245,2.75
91024,2020/4/25,5,0,351,4194,167,1148,6,99,11006,3727,0.000454298,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.101796407,0
91030,2020/4/25,59,3,875,5629,424,1074,9,99,25794,7562,0.002287354,0.000116306,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.063679245,2.75
91040,2020/4/25,105,4,1001,7919,452,1026,11,99,20207,2463,0.005196219,0.000197951,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.21460177,2.75
91042,2020/4/25,51,1,1109,14385,498,907,13,99,26631,533,0.001915061,3.76E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.226907631,2.25
91104,2020/4/25,299,0,1047,5566,470,1024,11,99,37974,9985,0.007873808,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.227659574,19
91108,2020/4/25,11,1,481,3635,241,1248,2,100,13538,3551,0.000812528,7.39E-05,3,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,1.995850622,0.25
91208,2020/4/25,469,7,531,6469,252,1199,12,99,13538,3551,0.034643226,0.000517063,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.107142857,15.75
91301,2020/4/25,29,0,1340,4927,623,1138,9,99,25631,751,0.001131442,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.150882825,0
91302,2020/4/25,34,1,1437,5241,672,1253,7,99,26634,997,0.001276564,3.75E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.138392857,2
91304,2020/4/25,244,6,2066,4535,958,1037,12,99,53761,5716,0.004538606,0.000111605,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.1565762,18
91306,2020/4/25,118,4,1694,4057,810,1036,7,99,49158,11879,0.002400423,8.14E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.091358025,6.5
91311,2020/4/25,68,2,1885,4786,902,949,5,99,40420,1260,0.001682335,4.95E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.089800443,3.5
91316,2020/4/25,76,0,870,5081,453,1044,2,100,29964,5984,0.002536377,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,1.920529801,2.25
91326,2020/4/25,48,1,1837,5293,922,1284,3,100,37035,4539,0.001296071,2.70E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,1.992407809,1.5
91330,2020/4/25,131,4,140,45113,17,0,929,0,3273,9598,0.040024442,0.00122212,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,8.235294118,5.5
91331,2020/4/25,257,7,2751,5914,1123,879,28,97,105799,11950,0.002429134,6.62E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.449688335,32.5
91335,2020/4/25,177,3,3077,4257,1416,957,11,99,80524,12265,0.002198102,3.73E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.173022599,14
91340,2020/4/25,67,3,913,4738,372,935,23,98,36227,10714,0.001849449,8.28E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.454301075,5.75
91342,2020/4/25,258,7,3233,6629,1375,915,25,97,96487,1750,0.002673935,7.25E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.351272727,24
91343,2020/4/25,120,4,2253,4226,1017,945,16,98,66590,11265,0.001802072,6.01E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.215339233,10.25
91344,2020/4/25,100,1,2776,5938,1349,1131,9,99,53266,3245,0.00187737,1.88E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.057820608,4
91345,2020/4/25,59,1,546,4826,254,1067,11,99,19205,5925,0.003072117,5.21E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.149606299,2.25
91350,2020/4/25,304,7,2560,4808,1152,1231,11,99,37350,2204,0.008139224,0.000187416,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.222222222,14.5
91352,2020/4/25,102,2,1423,5637,628,975,16,98,47438,4065,0.002150175,4.22E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.265923567,7.5
91354,2020/4/25,4,3,1816,4069,828,1199,9,99,32096,3678,0.000124626,9.35E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.193236715,0
91356,2020/4/25,69,0,1304,5220,629,1141,10,99,30804,4200,0.002239969,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.073131955,1
91361,2020/4/25,6,0,317,4407,129,1105,23,98,20438,610,0.000293571,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.457364341,0
91364,2020/4/25,102,3,1177,4513,558,1094,8,99,27340,3600,0.003730797,0.000109729,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.109318996,4.25
91381,2020/4/25,16,0,1297,5067,637,1299,5,100,20371,541,0.00078543,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.03610675,0.75
91387,2020/4/25,21,0,2277,6108,1036,1089,10,99,43717,882,0.000480362,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.197876448,0.5
91390,2020/4/25,3,1,1089,8176,488,1244,11,99,19053,133,0.000157456,5.25E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.231557377,0
91401,2020/4/25,74,2,1437,4162,697,950,10,99,41412,11993,0.001786922,4.83E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.06169297,0.25
91402,2020/4/25,202,7,2195,4272,953,937,23,98,70686,18965,0.002857709,9.90E-05,1,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.303252886,16.75
91405,2020/4/25,235,12,1985,4310,935,812,10,99,55384,16737,0.004243103,0.000216669,1,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.122994652,21
91406,2020/4/25,61,1,1960,5334,931,967,14,99,55215,6789,0.001104772,1.81E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.105263158,6.75
91423,2020/4/25,116,2,1135,5029,533,990,15,99,33737,7732,0.003438361,5.93E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.12945591,5.25
91502,2020/4/25,208,5,223,8354,108,921,5,99,11598,8687,0.017934127,0.000431109,1,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.064814815,7.25
91601,2020/4/25,4,2,1200,4936,578,780,6,99,37085,13994,0.00010786,5.39E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.076124567,0
91602,2020/4/25,9,0,526,5884,257,816,4,100,19358,9456,0.000464924,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.046692607,0.25
91604,2020/4/25,32,2,1129,6236,486,949,10,99,32117,6235,0.000996357,6.23E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.323045267,4
91606,2020/4/25,274,15,1488,6289,644,782,17,98,44476,13344,0.006160626,0.000337261,1,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.310559006,15.25
91607,2020/4/25,75,6,1269,5896,635,989,6,99,30873,12652,0.002429307,0.000194345,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,1.998425197,4.5
91702,2020/4/25,64,4,2162,8159,914,949,30,97,62348,368,0.001026496,6.42E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.365426696,4
91706,2020/4/25,70,3,2271,4375,1069,965,10,99,77342,5755,0.000905071,3.88E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.124415341,6.75
91711,2020/4/25,22,0,1466,63367,593,1003,151,87,36854,2455,0.00059695,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.472175379,0.75
91723,2020/4/25,101,2,601,5979,271,1013,15,99,18875,8125,0.005350993,0.00010596,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.217712177,2.75
91724,2020/4/25,13,0,1370,4764,622,1093,13,99,26091,4184,0.000498256,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.202572347,0.5
91731,2020/4/25,120,6,665,5044,311,924,22,98,30139,7900,0.003981552,0.000199078,1,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.138263666,9.25
91733,2020/4/25,14,1,1152,4601,533,903,14,98,44968,6731,0.000311333,2.22E-05,1,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.161350844,2
91741,2020/4/25,40,1,1169,3572,505,1070,12,99,26565,1792,0.001505741,3.76E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.314851485,1.5
91744,2020/4/25,86,2,2569,4404,1183,1056,12,99,87240,9924,0.000985786,2.29E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.171597633,2.75
91745,2020/4/25,45,0,2192,4719,1104,1069,7,99,54975,4292,0.000818554,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,1.985507246,1.5
91746,2020/4/25,37,3,872,5770,385,1025,23,98,30708,5513,0.001204898,9.77E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.264935065,0.75
91748,2020/4/25,40,0,2041,5097,1106,1034,2,100,47084,3254,0.000849545,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,1.845388788,1.5
91750,2020/4/25,17,0,1734,5623,741,1078,16,99,33836,1340,0.000502423,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.340080972,0.5
91754,2020/4/25,67,5,1113,4944,640,1210,2,100,33058,7294,0.002026741,0.000151249,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,1.7390625,3
91765,2020/4/25,33,1,2140,6804,1098,1111,6,99,47139,2491,0.000700057,2.12E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,1.948998179,0.75
91766,2020/4/25,131,5,2067,7126,917,977,16,98,72332,7114,0.001811093,6.91E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.254089422,9
91770,2020/4/25,35,4,2349,3931,1210,1031,6,99,63425,9874,0.000551833,6.31E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,1.941322314,2
91773,2020/4/25,25,0,1501,4709,693,1094,10,99,34496,2411,0.000724722,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.165945166,0.25
91775,2020/4/25,13,1,1014,3929,545,1241,2,100,25192,8221,0.000516037,3.97E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,1.860550459,1.5
91776,2020/4/25,27,1,1356,4439,762,1076,1,100,38410,11280,0.000702942,2.60E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,1.779527559,1.75
91780,2020/4/25,45,1,1332,3817,701,1228,3,100,35351,9232,0.001272948,2.83E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,1.900142653,2
91789,2020/4/25,22,1,1664,5403,876,1202,2,100,44474,2844,0.000494671,2.25E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,1.899543379,0.25
91791,2020/4/25,104,6,1387,4587,679,1154,9,99,34363,5179,0.003026511,0.000174606,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.042709867,3.5
91803,2020/4/25,68,0,1082,5220,557,1020,5,100,30385,9303,0.002237946,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,1.942549372,3.5
93510,2020/4/25,8,0,476,10905,170,949,31,97,7626,106,0.001049043,0,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.8,0
93535,2020/4/25,15,1,2907,7954,1312,909,14,98,72948,282,0.000205626,1.37E-05,1,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.21570122,1.25
93536,2020/4/25,274,19,3075,7843,1316,1041,15,99,72383,298,0.003785419,0.000262493,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.33662614,8.5
93543,2020/4/25,8,6,430,7413,181,820,20,98,15135,254,0.000528576,0.000396432,1,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.375690608,1.25
93550,2020/4/25,348,7,2523,6543,1113,934,13,99,77006,392,0.004519128,9.09E-05,1,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.266846361,13.25
93551,2020/4/25,3,1,2583,6950,1074,945,21,98,51085,698,5.87E-05,1.96E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.405027933,0
93552,2020/4/25,2,1,1502,6327,633,1035,19,98,40266,830,4.97E-05,2.48E-05,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.372827804,0.25
93553,2020/4/25,9,1,158,10721,61,802,23,97,1781,20,0.005053341,0.000561482,2,58.24,23.52,60.26,-57,-16,-48,-48,-37,17,2.590163934,0.25
90001,2020/4/26,153,5,1508,4335,680,979,10,99,58975,16840,0.00259432,8.48E-05,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.217647059,11.25
90002,2020/4/26,126,1,1627,5748,646,835,26,97,53111,17345,0.00237239,1.88E-05,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.518575851,11.75
90003,2020/4/26,195,7,1273,4533,561,920,14,99,72741,20484,0.002680744,9.62E-05,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.26916221,16.25
90004,2020/4/26,365,5,1690,4040,839,1057,4,100,61586,20205,0.005926672,8.12E-05,2,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.014302741,8
90006,2020/4/26,534,16,1359,4570,612,966,10,99,61698,32134,0.008655062,0.000259328,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.220588235,36.5
90007,2020/4/26,174,5,1387,143413,434,343,410,46,41716,16909,0.004171061,0.000119858,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,3.195852535,5.75
90008,2020/4/26,80,1,797,5120,358,770,7,99,31739,8641,0.002520558,3.15E-05,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.226256983,3
90011,2020/4/26,239,6,2603,15700,1082,847,22,97,109414,25528,0.002184364,5.48E-05,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.405730129,22.75
90012,2020/4/26,23,1,705,9301,317,816,17,98,35913,11104,0.000640437,2.78E-05,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.223974763,1.25
90013,2020/4/26,66,7,337,8254,142,376,21,95,11937,17789,0.005529027,0.000586412,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.373239437,8.5
90014,2020/4/26,51,2,212,8162,88,180,35,84,8335,29452,0.006118776,0.000239952,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.409090909,2.25
90016,2020/4/26,115,2,1114,7867,479,894,10,99,46581,12842,0.002468818,4.29E-05,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.325678497,2.5
90018,2020/4/26,139,10,1101,4920,523,898,5,99,53256,18389,0.002610035,0.000187772,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.105162524,5
90019,2020/4/26,87,2,1676,3670,735,972,12,99,66245,17038,0.001313307,3.02E-05,2,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.280272109,2.25
90020,2020/4/26,155,4,1636,3708,835,1017,5,100,39102,34603,0.003963992,0.000102297,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,1.959281437,5.75
90022,2020/4/26,308,1,1576,3993,687,944,10,99,65890,15036,0.004674457,1.52E-05,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.294032023,8.75
90024,2020/4/26,43,0,1331,49992,454,475,316,60,50288,17186,0.000855075,0,2,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.931718062,0.5
90025,2020/4/26,81,0,1063,6095,464,882,11,99,47967,18671,0.001688661,0,2,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.290948276,0.5
90026,2020/4/26,202,1,1358,8217,580,879,13,99,69589,16466,0.002902758,1.44E-05,2,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.34137931,10
90028,2020/4/26,12,0,866,79138,390,604,75,89,30734,20166,0.000390447,0,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.220512821,1.25
90029,2020/4/26,189,7,818,7192,351,725,17,98,37898,27825,0.004987071,0.000184706,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.33048433,17.25
90031,2020/4/26,71,1,920,6086,406,877,21,98,38535,11159,0.001842481,2.60E-05,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.266009852,14.75
90032,2020/4/26,78,0,1208,6995,550,959,21,98,47627,9990,0.001637726,0,2,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.196363636,3.25
90033,2020/4/26,157,3,1143,5877,494,789,29,96,47583,14564,0.003299498,6.30E-05,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.313765182,10.5
90034,2020/4/26,135,2,1552,4627,758,972,6,99,55652,17888,0.002425789,3.59E-05,2,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.047493404,2
90035,2020/4/26,81,0,640,4139,309,1004,9,99,28085,13646,0.002884102,0,2,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.071197411,1.5
90036,2020/4/26,46,1,1364,7653,563,720,16,98,37988,15373,0.001210909,2.63E-05,2,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.422735346,0.25
90037,2020/4/26,131,3,1683,4801,748,821,10,99,65016,22909,0.002014889,4.61E-05,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.25,6.5
90039,2020/4/26,126,1,578,10174,284,964,4,100,29589,7848,0.004258339,3.38E-05,2,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.035211268,2.5
90040,2020/4/26,10,0,472,6792,167,632,47,93,12645,2265,0.000790826,0,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.826347305,0.75
90041,2020/4/26,80,4,874,6744,427,1010,14,99,29516,8176,0.002710394,0.00013552,2,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.046838407,3
90042,2020/4/26,69,0,1241,5175,559,1051,8,99,63911,13759,0.001079626,0,2,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.220035778,2.25
90043,2020/4/26,240,6,1347,5327,581,777,12,98,44627,10795,0.00537791,0.000134448,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.318416523,11.75
90044,2020/4/26,168,3,2807,4779,1239,826,14,98,96436,18772,0.001742088,3.11E-05,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.265536723,11
90045,2020/4/26,58,0,1049,38587,449,1020,89,92,41149,3836,0.001409512,0,2,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.336302895,2
90046,2020/4/26,175,1,1248,6417,570,659,12,98,50587,8750,0.003459387,1.98E-05,2,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.189473684,1.5
90047,2020/4/26,122,4,1361,5491,594,848,13,98,48883,10332,0.002495755,8.18E-05,1,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.291245791,7.25
90048,2020/4/26,62,3,397,8634,159,740,33,96,22892,12144,0.00270837,0.00013105,2,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.496855346,0.5
90049,2020/4/26,64,0,1067,5222,433,1143,16,99,36964,2460,0.001731414,0,2,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,2.464203233,0.25
90056,2020/4/26,15,0,230,4466,122,1180,1,100,7795,4933,0.00192431,0,2,47.3,21.48,48.41,-57,-21,-45,-52,-39,15,1.885245902,0.25
